score,sentence1,sentence2,sbj1,sbj2
Sim5, شیپور در حال نواخته شدن توسط یک مرد است , مردی شیپور می‌زند ,مرد,مردی
Sim4, مردی در حال پریدن طناب در مزرعه است , مردی در حال طناب زدن به بیرون است ,مردی,مردی
Sim4, مرد سوسیس و کالباس را چاشنی می‌کند , مرد گوشت را چاشنی می‌کند ,مرد,مرد
Sim3, مرد سوسیس و کالباس را چاشنی نمی‌کند , مرد در حال افزودن چاشنی به آب در یک کاسه است ,مرد,مرد
Sim4, ادویه توسط مرد به آب اضافه می‌شود , مرد سوسیس و کالباس را چاشنی می‌کند ,مرد,مرد
Sim1, فلوت توسط یک مرد نواخته می‌شود , مردی سوار روروک است ,مرد,مردی
Sim3, نوزاد گیتار نمی‌زند , نوزادی در حال نواختن گیتار است ,نوزاد,نوزاد
Sim5, کلم بروکلی توسط یک زن قطع می‌شود , زنی در حال برش کلم بروکلی است ,زن,زنی
Sim2, زنی در حال قطع کلم بروکلی است , هیچ مردی گوجه فرنگی را برش نمی‌دهد ,زنی,مرد
Sim2, زنی در حال قطع کلم بروکلی است , مردی در حال برش گوجه فرنگی است ,زنی,مردی
Sim4, مرد اسلحه را هدف گرفته است , مرد در حال کشیدن اسلحه است ,مرد,مرد
Sim1, پسری در حال بازی با تلفن اسباب بازی است , مرد مشغول اسلحه است ,پسر,مرد
Sim1, پسری در حال بازی با تلفن اسباب بازی است , مرد اسلحه را هدف گرفته است ,پسر,مرد
Sim5, اسبی توسط دختری سوار می‌شود , دختری سوار اسب می‌شود ,دختر,دختر
Sim4, مردی سوار یک گاو نر است , یک مرد سوار یک گاو نر مکانیکی است ,مردی,مرد
Sim4, یک مرد در حال سقوط از یک گاو نر مکانیکی است , یک مرد سوار یک گاو نر مکانیکی است ,مرد,مرد
Sim1, مردی در حال پخش صفحه کلید است , مردی سوار یک گاو نر است ,مردی,مردی
Sim1, یک مرد سوار یک گاو نر مکانیکی است , مردی در حال نواختن ساز است ,مرد,مردی
Sim5, مردی در حال بریدن چکمه با شمشیر است , مردی در حال برش بوت با تیغ است ,مردی,مردی
Sim4, زنی با شمشیر انگشت چکمه چرم خالی را می‌شکند , مردی در حال بریدن چکمه با شمشیر است ,زنی,مردی
Sim3, مردی دارد لبه یک کاسه را پاک می‌کند , هیچ مردی لبه کاسه‌ای را پاک نمی‌کند ,مردی,مردی
Sim4, یک آشپز در حال تمیز کردن یک کاسه سوپ است , مردی دارد لبه یک کاسه را پاک می‌کند ,آشپز,مردی
Sim5, گیتار توسط یک بچه نواخته می‌شود , بچه‌ای در حال نواختن گیتار است ,بچه,بچه
Sim3, یک بچه در حال نواختن پیانو است , بچه‌ای در حال نواختن گیتار است ,بچه,بچه
Sim4, بچه‌ای آواز می‌خواند و گیتار می‌زند , بچه‌ای در حال نواختن گیتار است ,بچه,بچه
Sim2, پسر جوانی در حال آواز خواندن و نواختن گیتار است , یک بچه در حال نواختن پیانو است ,پسر,بچه
Sim4, پسر جوانی در حال آواز خواندن و نواختن گیتار است , بچه‌ای در حال نواختن گیتار است ,پسر,بچه
Sim4, شخصی در رستوران غذا می‌خورد , شخصی پشت میز غذا می‌خورد ,شخص,شخص
Sim4, گربه در حال لیسیدن بطری است , سگ در حال لیسیدن بطری است ,گربه,سگ
Sim4, گربه‌ای با یک بطری کوچک بازی می‌کند , گربه لیوان را لیس می‌زند ,گربه,گربه
Sim4, گربه در حال لیسیدن بطری است , گربه‌ای با یک بطری کوچک بازی می‌کند ,گربه,گربه
Sim4, یک سگ کوچک روی تخت دراز کشیده است , یک حیوان کوچک روی تخت دراز کشیده است ,سگ,حیوان
Sim3, یک سگ کوچک روی تخت دراز کشیده است , گربه کوچکی روی تخت دراز کشیده است ,سگ,گربه
Sim5, یک سگ کوچک روی تخت دراز کشیده است , یک سگ کوچک روی تخت دراز کشیده است ,سگ,سگ
Sim5, خانمی کره را برش می‌دهد , خانمی کره را برش می‌زند ,خانم,خانم
Sim3, خانمی کره را برش می‌زند , مردی کره را برش می‌زند ,خانم,مردی
Sim4, مرد در حال نواختن گیتار است , مرد در حال نواختن ساز است ,مرد,مرد
Sim5, مقداری پنیر توسط یک مرد روی پیتزا گذاشته می‌شود , مردی مقداری پنیر روی یک پیتزا می‌گذارد ,مرد,مردی
Sim4, مردی در حال بارگیری مجدد تفنگ ساچمه‌ای است , مردی در حال شلیک به یک اسلحه کمری است ,مردی,مردی
Sim4, مردی روی زمین می‌رقصد , مردی روی سقف می‌رقصد ,مردی,مرد
Sim5, یونجه توسط گاو خورده می‌شود , یک گاو یونجه می‌خورد ,گاو,گاو
Sim4, گاو علف می‌خورد , گاو یونجه نمی‌خورد ,گاو,گاو
Sim4, مردی ناهار می‌خورد , مردی در حال خوردن است ,مردی,مرد
Sim2, مردی در حال پوک زدن است , مردی در حال خوردن است ,مردی,مرد
Sim5, نوزادی در حال بازی با عروسک است , نوزادی در حال بازی با اسباب بازی است ,نوزاد,نوزاد
Sim4, یک ببر کودک در حال بازی با یک توپ است , هیچ ببر بچه‌ای که با توپ بازی کند وجود ندارد ,ببر,بچه
Sim2, یک ببر کودک در حال بازی با یک توپ است , نوزادی در حال بازی با عروسک است ,ببر,نوزاد
Sim4, مرد در حال بازی روی چمن است , هیچ مردی در زمین چمن بازی نمی‌کند ,مرد,مردی
Sim1, مرد در حال بازی روی چمن است , کرگدن در حال چرای چمن است ,مرد,کرگدن
Sim2, مرد در حال بازی روی چمن است , کرگدن در حال چرای چمن است ,مرد,کرگدن
Sim4, یک زن در حال صحبت با یک مرد است , مردی با یک زن صحبت می‌کند ,زن,مردی
Sim2, مردی در حال شکستن تخم مرغ است , مردی با یک زن صحبت می‌کند ,مردی,مردی
Sim2, یک زن در حال صحبت با یک مرد است , یک زن در حال شکستن تخم مرغ است ,زن,زن
Sim5, دوچرخه‌ای توسط مردی رانده می‌شود , مردی در حال دوچرخه سواری است ,مرد,مردی
Sim4, گربه‌ای در حال پریدن به داخل ظرف است , گربه‌ای در حال پریدن به درون یک جعبه است ,گربه,گربه
Sim4, پسری دارد با یک برگ صحبت می‌کند , مرد جوانی با یک برگ صحبت می‌کند ,پسر,مرد
Sim5, یک ماهی در حال قطع شدن توسط یک مرد است , مردی در حال قطع ماهی است ,مرد,مردی
Sim4, مردی ماهی را تکه تکه می‌کند , خانمی در حال قطعه کردن ماهی است ,مردی,خانم
Sim5, مردی در حال قطع ماهی است , یک ماهی توسط یک مرد قطعه قطعه می‌شود ,مردی,مرد
Sim4, مردی ماهی را تکه تکه می‌کند , یک ماهی در حال قطع شدن توسط یک مرد است ,مردی,مرد
Sim4, شخصی در حال سرخ کردن مقداری غذا است , شخصی در حال تهیه مقداری غذا است ,شخص,شخص
Sim2, یک نفر سیب زمینی را پوست می‌کند , شخصی در حال سرخ کردن مقداری غذا است ,نفر,شخص
Sim1, مردی در حال قایق سواری است , مردی در حال تیراندازی با سلاح است ,مردی,مردی
Sim2, مردی در حال تیراندازی با کمان است , مردی در حال قایق سواری است ,مردی,مردی
Sim1, مردی در حال تیراندازی با اسلحه است , زنی در حال قایق سواری است ,مردی,زنی
Sim5, خانمی در حال بریدن گوجه فرنگی است , خانمی در حال بریدن یک گوجه فرنگی است ,خانم,خانم
Sim4, مردی در حال بریدن گوجه فرنگی است , خانمی در حال بریدن گوجه فرنگی است ,مردی,خانم
Sim1, خانمی در حال بریدن گوجه فرنگی است , زنی نزدیک یک شومینه در حال رقص است ,خانم,زنی
Sim1, هیچ زنی در کنار آتش نمی‌رقصد , خانمی در حال بریدن گوجه فرنگی است ,زنی,خانم
Sim1, خانمی در حال بریدن یک گوجه فرنگی است , زنی در حال آتش زدن در حال رقصیدن است ,خانم,زنی
Sim4, دختری در حال نواختن گیتار است , پسری در حال نواختن گیتار است ,دختر,پسر
Sim3, یک گیتار توسط یک مرد نواخته می‌شود , دختری در حال نواختن گیتار است ,مرد,دختر
Sim3, دختری در حال نواختن گیتار است , یک مرد گیتار نمی‌زند ,دختر,مرد
Sim5, مردی موتورسواری می‌کند , مردی سوار موتورسیکلت می‌شود ,مردی,مردی
Sim4, مرد در حال نواختن گیتار است , مرد در حال نواختن ساز است ,مرد,مرد
Sim4, هیچ مردی گیتار نمی‌زند , مرد در حال نواختن گیتار است ,مردی,مرد
Sim4, مرد در حال نواختن گیتار است , شخص در حال نواختن گیتار است ,مرد,شخص
Sim3, مرد در حال نواختن گیتار است , هیچ مردی گیتار نمی‌زند ,مرد,مردی
Sim5, زنی در حال جوشیدن رشته فرنگی در آب است , رشته‌ها توسط زنی در آب جوشانده می‌شوند ,زنی,زن
Sim4, زنی در حال جوشیدن رشته فرنگی در آب است , مردی در حال جوشیدن رشته فرنگی در آب است ,زنی,مردی
Sim4, شخصی در حال ورز دادن رشته‌ها در آب است , رشته‌ها توسط زنی در آب جوشانده می‌شوند ,شخص,زن
Sim4, زنی در حال جوشیدن رشته فرنگی در آب است , شخصی در حال ورز دادن رشته‌ها در آب است ,زنی,شخص
Sim4, زنان در حال آواز و رقص هستند , افراد در حال آواز و رقص هستند ,زن,افراد
Sim4, دو زن در مقابل بسیاری از مردم در حال رقص و آواز هستند , زنان در حال آواز و رقص هستند ,زن,زن
Sim3, دو مرد در حال رقص و آواز در مقابل جمعیت هستند , زنان در حال آواز و رقص هستند ,مرد,زن
Sim4, زنان آواز و رقص نمی‌کنند , دو زن در حال رقص و آواز در مقابل جمعیت هستند ,زن,زن
Sim4, لمور انگشت فرد را گاز می‌گیرد , حیوانی انگشت شخصی را گاز می‌گیرد ,لمور,حیوان
Sim5, حیوانی انگشت انسان را گاز می‌گیرد , حیوانی انگشت شخصی را گاز می‌گیرد ,حیوان,حیوان
Sim3, لمور در حال لیسیدن انگشت فرد است , حیوانی انگشت شخصی را گاز می‌گیرد ,لمور,حیوان
Sim4, یک سگ بزرگ روی زمین می‌دود , سگی روی زمین می‌دود ,سگ,سگ
Sim4, دختری دارد ناخن هایش را می‌زند , پسری دارد ناخن هایش را می‌زند ,دختر,پسر
Sim1, سگی روی زمین نشسته است , دختری دارد ناخن هایش را می‌زند ,سگ,دختر
Sim1, سگی روی زمین می‌دود , دختری دارد ناخن هایش را می‌زند ,سگ,دختر
Sim4, یک زن و مرد در خیابان با یک جیپ در حال رانندگی هستند , دو نفر در حال رانندگی در خیابان با یک جیپ هستند ,زن,نفر
Sim4, یک زن و مرد در خیابان با یک جیپ در حال رانندگی هستند , یک زن و مرد در خیابان با جیپ رانندگی نمی‌کنند ,زن,زن
Sim4, یک زن و مرد با یک وسیله نقلیه هوای آزاد در جاده رانندگی می‌کنند , دو نفر در حال رانندگی در خیابان با یک جیپ هستند ,زن,نفر
Sim4, یک زن و مرد در خیابان با جیپ رانندگی نمی‌کنند , یک زن و مرد با یک وسیله نقلیه هوای آزاد در جاده رانندگی می‌کنند ,زن,زن
Sim4, یک زن و مرد در خیابان با یک جیپ در حال رانندگی هستند , یک زن و مرد با ماشین در جاده رانندگی می‌کنند ,زن,زن
Sim5, مواد لازم توسط یک زن در یک کاسه ریخته می‌شود , یک زن در حال ریختن مواد در یک کاسه است ,زن,زن
Sim4, هیچ خانمی نیست که مواد را در یک کاسه بریزد , یک زن در حال ریختن مواد در یک کاسه است ,خانم,زن
Sim4, سرآشپز در حال چاشنی روغن است , زن در حال چاشنی روغن است ,سرآشپز,زن
Sim1, شخصی سوار اسب می‌شود , سیب زمینی‌ها توسط یک زن خرد می‌شوند ,شخص,سیب
Sim1, شخصی سوار اسب می‌شود , هیچ زنی سیب زمینی را برش نمی‌زند ,شخص,زنی
Sim1, خانمی سیب زمینی را برش می‌زند , شخصی سوار اسب می‌شود ,خانم,شخص
Sim4, مرد در حال آموزش است , مرد در حال انجام تمرینات است ,مرد,مرد
Sim2, دو مرد در حال دعوا هستند , مرد در حال انجام تمرینات است ,مرد,مرد
Sim5, این مرد روی کوهی سنگلاخ ایستاده است و ابرهای خاکستری در پس زمینه قرار دارند , این مرد روی کوهی صخره‌ای ایستاده است و ابرهای خاکستری در پس زمینه قرار دارند ,مرد,مرد
Sim5, شخصی با کوله پشتی که بی لباس است در مقابل انبوهی از سنگها قرار دارد و ابرها در پس زمینه قرار دارند , یک فرد برهنه و بسته پشتی در مقابل انبوهی از سنگها قرار دارد و ابرها در پس زمینه قرار دارند ,شخص,فرد
Sim3, یک فرد برهنه و بسته پشتی در مقابل انبوهی از سنگها قرار دارد و ابرها در پس زمینه قرار دارند , یک فرد کاملا لباس پوشیده پشت توده سنگهاست و آسمانی صاف در پس زمینه است ,فرد,فرد
Sim3, این مرد روی کوهی سنگلاخ ایستاده است و ابرهای خاکستری در پس زمینه قرار دارند , یک فرد کاملا لباس پوشیده پشت توده سنگهاست و آسمانی صاف در پس زمینه است ,مرد,فرد
Sim3, این مرد روی کوهی سنگلاخ ایستاده است و ابرهای خاکستری در پس زمینه قرار دارند , یک فرد سیاه پوست و برهنه در حال بسته بندی انبوهی از سنگها است و جلوی ابرها در پس زمینه قرار دارد ,مرد,فرد
Sim5, سگ در حال گرفتن توپ است , سگی در حال گرفتن توپ است ,سگ,سگ
Sim4, سگی در حال گرفتن توپ است , یک سگ با عصبانیت در حال تعقیب یک توپ از بین خاک است ,سگ,سگ
Sim3, یک سگ در حال تعقیب یک توپ از طریق خاک است , سگی در حال گرفتن توپ است ,سگ,سگ
Sim5, کودکی که موهای بور دارد بطری زرد را در دست دارد , یک کودک بور یک بطری زرد را در دست دارد ,کودک,کودک
Sim4, یک کودک بور یک بطری زرد را در دست دارد , هیچ کودکی بور و بطری زرد در دست ندارد ,کودک,کودک
Sim2, کودکی که موهای بور دارد بطری زرد را در دست دارد , پسری با پیراهن آبی صورتش خاک دارد ,کودک,پسر
Sim1, پسری با پیراهن رنگ آبی صورتش خاک دارد , یک کودک بور یک بطری زرد را در دست دارد ,پسر,کودک
Sim2, یک کودک بور یک بطری زرد را در دست دارد , پسری صورت و کبودی پیراهن دارد ,کودک,پسر
Sim5, مردی با کلاه مناسب برای گاوچران‌ها در بازار قدم می‌زند و دستی در جیب خود می‌کند , مردی با کلاه گاوچران در حال قدم زدن در بازار است و دستی در جیب خود می‌کند ,مردی,مردی
Sim4, مردی با کلاه گاوچران در حال قدم زدن در بازار است و دستی در جیب خود می‌کند , مردی که کلاه گاوچران دارد از بازار نمی‌گذرد و دستی به جیب خود نمی‌گذارد ,مردی,مردی
Sim4, مردی با کلاه مناسب برای گاوچران‌ها در بازار قدم می‌زند و دستی در جیب خود می‌کند , مردی با کلاه در حال گذر از فروشگاه است ,مردی,مردی
Sim2, مردی با کلاه در حال گذر از فروشگاه است , مردی که کلاه گاوچران دارد از بازار نمی‌گذرد و دستی به جیب خود نمی‌گذارد ,مردی,مردی
Sim3, مردی با کلاه در حال گشت و گذار در یک فروشگاه است , مردی با کلاه گاوچران در حال قدم زدن در بازار است و دستی در جیب خود می‌کند ,مردی,مردی
Sim4, مردی با کلاه در حال گذر از فروشگاه است , مردی با کلاه گاوچران در حال قدم زدن در بازار است و دستی در جیب خود می‌کند ,مردی,مردی
Sim5, یک جرثقیل بزرگ سفید در نزدیکی آب در حال پرواز است , جرثقیل بزرگ و سفید در نزدیکی آب در حال پرواز است ,جرثقیل,جرثقیل
Sim4, یک پرنده سفید به سرعت در حال آب گرفتن است , یک پرنده سفید به سرعت در آب فرود می‌آید ,پرنده,پرنده
Sim3, زمین نزدیک یک پرنده سفید به سرعت سیراب می‌شود , یک پرنده سفید به سرعت در آب فرود می‌آید ,زمین,پرنده
Sim4, پرنده سفید به سرعت در آب فرود می‌آید , یک جرثقیل بزرگ سفید در نزدیکی آب در حال پرواز است ,پرنده,جرثقیل
Sim4, یک جرثقیل بزرگ سفید در نزدیکی آب در حال پرواز است , یک پرنده سفید به سرعت در حال آب گرفتن است ,جرثقیل,پرنده
Sim5, سگی با خز طلایی در آب است , سگی با کت طلایی در آب است ,سگ,سگ
Sim4, سگی با خز طلایی در آب است , یک سگ قهوه‌ای با آرامش در آب ایستاده است ,سگ,سگ
Sim5, دختر علامتی به همراه دارد و گروهی از مردم او را تعقیب می‌کنند , دختر علامتی به همراه دارد و گروهی از مردم او را دنبال می‌کنند ,دختر,دختر
Sim4, دختر علامتی به همراه دارد و گروهی از مردم او را تعقیب می‌کنند , دختر علامتی به همراه ندارد و هیچ گروهی او را دنبال نمی‌کند ,دختر,دختر
Sim5, یک مرد در یک شهر بزرگ تابلویی را به دست گرفته و خواهان پول است , مردی در یک شهر بزرگ تابلویی را در دست دارد و خواهان پول است ,مرد,مردی
Sim3, مردی در یک شهر بزرگ تابلویی را در دست دارد و خواهان پول است , مردی در یک شهر کوچک کارهای خیرخواهانه انجام می‌دهد ,مردی,مردی
Sim5, یک مرد بی خانمان تابلویی را به دست گرفته و خواهان پول است , یک مرد بی خانمان نشانه‌ای را در دست دارد و با رقت و رقت طلب پول می‌کند ,مرد,مرد
Sim3, مردی در یک شهر بزرگ تابلویی را در دست دارد و خواهان پول است , یک مرد بی خانمان در حال گذاشتن تابلویی است و از برخی امور خیریه خودداری می‌کند ,مردی,مرد
Sim2, یک مرد بی خانمان تابلویی را به دست گرفته و خواهان پول است , مردی در یک شهر کوچک کارهای خیرخواهانه انجام می‌دهد ,مرد,مردی
Sim5, یک سگ در حال تعقیب دم یک حیوان در چمن‌ها است , دم یک حیوان توسط سگی در چمن تعقیب می‌شود ,سگ,سگ
Sim3, سگی در حال دور شدن از دم حیوانی در چمن است , یک سگ در حال تعقیب دم یک حیوان در چمن‌ها است ,سگ,سگ
Sim3, یک سگ کوچک در حال تعقیب یک گاو بزرگ قهوه‌ای است , دم یک حیوان توسط سگی در چمن تعقیب می‌شود ,سگ,سگ
Sim2, یک سگ کوچک در حال تعقیب یک گاو بزرگ قهوه‌ای است , سگی در حال دور شدن از دم حیوانی در چمن است ,سگ,سگ
Sim3, هیچ سگ کوچکی در حال تعقیب یک گاو بزرگ قهوه‌ای نیست , یک سگ در حال تعقیب دم یک حیوان در چمن‌ها است ,سگ,سگ
Sim4, کودک کوچک در حال عبور از میان آب است و توسط شخص دیگری هدایت می‌شود , کودک کوچک از میان آب عبور نمی‌کند و توسط شخص دیگری هدایت نمی‌شود ,کودک,کودک
Sim4, یک زن با کنجکاوی به یک مرد نگاه می‌کند , یک زن با کنجکاوی به زن نگاه می‌کند ,زن,زن
Sim2, یک زن با کنجکاوی به یک مرد نگاه می‌کند , یک زن و مرد بیرون هستند و پیراهن هایی با رنگ روشن پوشیده‌اند ,زن,زوج
Sim3, یک زن با کنجکاوی به زن نگاه می‌کند , یک زن و مرد در یک اتاق بژ هستند پیراهن هایی به رنگ تیره پوشیده‌اند و یک مانیتور در پس زمینه است ,زن,زوج
Sim2, زن در حال نادیده گرفتن مرد است , یک زن و مرد در یک اتاق بژ هستند پیراهن هایی به رنگ تیره پوشیده‌اند و یک مانیتور در پس زمینه است ,زن,زوج
Sim2, یک زن با کنجکاوی به یک مرد نگاه می‌کند , یک زن و مرد در یک اتاق بژ هستند پیراهن هایی به رنگ تیره پوشیده‌اند و یک مانیتور در پس زمینه است ,زن,زوج
Sim5, یک سگ قهوه‌ای از نزدیک به یک سگ قهوه‌ای و سفید نگاه می‌کند , یک سگ قهوه‌ای با دقت به یک سگ قهوه‌ای و سفید خیره شده است ,سگ,سگ
Sim2, یک سگ قهوه‌ای با دقت به یک سگ قهوه‌ای و سفید خیره شده است , سگ کوچولو دمپایی اتاق خواب را از دهانش می‌اندازد ,سگ,سگ
Sim5, شخصی با کت آبی در حال پریدن از دیواره سیمان بلند است , شخصی با کت آبی رنگ از دیواره بلند سیمان می‌پرد ,شخص,شخص
Sim3, شخصی با کت آبی رنگ از دیواره بلند سیمان می‌پرد , مرد در حال انجام یک پرش بزرگ است ,شخص,مرد
Sim3, شخصی با کت آبی در حال پریدن از دیواره سیمان بلند است , مرد در حال انجام یک پرش بزرگ نیست ,شخص,مرد
Sim4, زنی با شلوار جین روی زین اسب نشسته است , زنی با شلوار جین نزدیک اسب با زین ایستاده است ,زنی,زنی
Sim4, شخصی که شلوار جین به تن دارد بالای زین اسب نشسته است , هیچ شخصی پوشیده از شلوار جین روی زین اسب نشسته است ,شخص,شخص
Sim4, مرد به طور ثابت در کنار یک قفس پرنده ایستاده است , مرد کنار قفس پرنده ایستاده است ,مرد,مرد
Sim4, مرد کنار قفس پرنده نشسته است , مرد کنار قفس پرنده ایستاده است ,مرد,مرد
Sim5, مردی کنار یک قفس پرنده ایستاده که بزرگ و رنگارنگ است , مرد کنار قفس پرنده ایستاده است ,مردی,مرد
Sim4, مرد به طور ثابت در کنار یک قفس پرنده ایستاده است , مردی کنار یک قفس بزرگ و رنگارنگ پرنده ایستاده است ,مرد,مردی
Sim3, مردی کنار یک قفس بزرگ و رنگارنگ پرنده ایستاده است , مرد کنار قفس پرنده نشسته است ,مردی,مرد
Sim5, یک سگ قهوه‌ای و سیاه از میان برگها عبور می‌کند , یک سگ قهوه‌ای و سیاه از میان برگ‌ها عبور می‌کند ,سگ,سگ
Sim4, سگی با کت رنگی با سرعت در حال عبور از حیاط است , سگی با کت رنگی از حیاط می‌دود ,سگ,سگ
Sim4, هیچ سگی با کت رنگی نیست که از حیاط عبور کند , سگی با کت رنگی از حیاط می‌دود ,سگ,سگ
Sim3, سگی با کت رنگی از حیاط می‌دود , سگی در حیاط در حال عبور از روی کت‌های رنگی است ,سگ,سگ
Sim3, یک سگ قهوه‌ای و سیاه از میان برگ‌ها عبور می‌کند , هیچ سگی با کت رنگی نیست که از حیاط عبور کند ,سگ,سگ
Sim3, سگی در حیاط در حال عبور از روی کت‌های رنگی است , یک سگ قهوه‌ای و سیاه از میان برگ‌ها عبور می‌کند ,سگ,سگ
Sim3, سگی با کت رنگی از حیاط می‌دود , یک سگ و یک سیاه پوست از میان برگ‌های قهوه‌ای عبور می‌کنند ,سگ,سگ
Sim4, یک سگ سیاه و سفید یک بیس بال را در دهان خود نگه داشته است , یک سگ سیاه و سفید در حال انداختن یک بیس بال از دهان خود است ,سگ,سگ
Sim3, یک سگ سیاه و سفید یک بیس بال را در دهان خود نگه داشته است , یک سگ قهوه‌ای و سفید در دهان خود یک بیس بال نگه داشته است ,سگ,سگ
Sim5, پسری که شورت قرمز به تن دارد در حال پریدن به داخل استخر پارو است , بچه‌ای که شورت قرمز به تن دارد در حال پریدن به داخل استخر پارو است ,پسر,بچه
Sim3, گروهی از سگها بدون پوزخند در حال استراحت هستند , گروهی از سگها در حال مسابقه هستند و دماغهای آنها دارای پوزه است ,سگ,سگ
Sim3, گروهی از سگها در حال مسابقه هستند و دماغهای آنها دارای پوزه است , گروهی از سگهایی که برای مسابقه پرورش یافته‌اند لباس‌های راه راه بر تن دارند و در حال پیاده روی هستند ,سگ,سگ
Sim4, دو نفر نزدیک آب قدم می‌زنند , دو نفر در حال عبور از میان آب هستند ,نفر,نفر
Sim5, دو نفر در اقیانوس ایستاده‌اند و غروب خورشید را تماشا می‌کنند , دو نفر در اقیانوس ایستاده‌اند و به غروب خورشید نگاه می‌کنند ,نفر,نفر
Sim3, دو نفر در اقیانوس ایستاده‌اند و به غروب خورشید نگاه می‌کنند , دو نفر در حال عبور از میان آب هستند ,نفر,نفر
Sim3, دو نفر نزدیک آب قدم می‌زنند , دو نفر در اقیانوس ایستاده‌اند و غروب خورشید را تماشا می‌کنند ,نفر,نفر
Sim5, یک راننده اتومبیل رانی ایستاده است و با شدت دستش را به سمت آسمان نشان می‌دهد , یک راننده اتومبیلرانی ایستاده است و دست خود را به آسمان نشان می‌دهد ,راننده,راننده
Sim1, شخصی که کت آبی است کلاه ایمنی رنگی به سر دارد , یک راننده ماشین مسابقه نشسته و بی حرکت است ,شخص,راننده
Sim2, یک راننده اتومبیلرانی ایستاده است و دست خود را به آسمان نشان می‌دهد , شخصی که کت آبی است کلاه ایمنی رنگی به سر دارد ,راننده,شخص
Sim5, زنی با پیراهن رنگ زرد در حال موج سواری روی تخته موج صورتی است , زنی با پیراهن زرد در تخته موج سواری صورتی مشغول گشت و گذار است ,زنی,زنی
Sim3, زنی با پیراهن زرد در تخته موج سواری صورتی مشغول گشت و گذار است , هیچ زنی با پیراهن زرد در حال گشت و گذار در تخته موج صورتی نیست ,زنی,زنی
Sim4, یک موج سوار در حال سقوط از موج است , یک موج سوار بر موج سوار است ,موج سوار,موج سوار
Sim2, یک موج سوار بر موج سوار است , یک سوارکار در حال موج سواری است ,موج سوار,سوارکار
Sim3, یک سوار در حال موج سواری است , زنی با پیراهن زرد در تخته موج سواری صورتی مشغول گشت و گذار است ,سوار,زنی
Sim4, زنی با پیراهن رنگ زرد در حال موج سواری روی تخته موج صورتی است , یک موج سوار بر موج سوار است ,زنی,موج سوار
Sim2, یک موج سوار بر موج سوار است , هیچ زنی با پیراهن زرد در حال گشت و گذار در تخته موج صورتی نیست ,موج سوار,زنی
Sim4, چهار نفر روی تاقچه کم سیمان نشسته‌اند , برخی از افراد بر روی تاقچه کم سیمان نشسته‌اند ,نفر,افراد
Sim5, این گروه بر روی طاقچه‌ای صخره‌ای نشسته‌اند و منظره‌ای زیبا از پشت آنها قرار دارد , این گروه از مردم بر روی طاقچه‌ای صخره‌ای نشسته‌اند و منظره‌ای منظره پشت سر آنها قرار دارد ,گروه,دیگر
Sim4, این گروه از مردم بر روی طاقچه‌ای صخره‌ای نشسته‌اند و منظره‌ای منظره پشت سر آنها قرار دارد , این گروه روی یک برآمدگی صخره‌ای که پشت آن منظره‌ای منظره قرار دارد نشسته‌اند ,دیگر,گروه
Sim3, این گروه بر روی طاقچه‌ای صخره‌ای نشسته‌اند و منظره‌ای زیبا از پشت آنها قرار دارد , چهار نفر روی تاقچه کم سیمان نشسته‌اند ,گروه,نفر
Sim3, دو دختر می‌خندند و دختران دیگر آنها را تماشا می‌کنند , هیچ دختری نیست که بخندد و هیچ دختری هم نباشد که تماشا کند ,دختر,دختر
Sim5, گروهی از دختران آسیایی کنار هم ایستاده‌اند , گروه دختران آسیایی کنار هم ایستاده‌اند ,دختر,دختر
Sim4, گروهی از دختران آسیایی خودشان ایستاده‌اند , گروهی از دختران آسیایی کنار هم ایستاده‌اند ,دختر,دختر
Sim2, گروهی از دختران آسیایی خودشان ایستاده‌اند , دو دختر می‌خندند و دختران دیگر آنها را تماشا می‌کنند ,دختر,دختر
Sim2, گروهی از دختران آسیایی کنار هم ایستاده‌اند , دو دختر بی روح می‌خندند و دختران دیگر آنها را تماشا می‌کنند ,دختر,دختر
Sim2, هیچ دختری نیست که بخندد و هیچ دختری هم نباشد که تماشا کند , گروهی از دختران آسیایی کنار هم ایستاده‌اند ,دختر,دختر
Sim2, گروهی از دختران آسیایی کنار هم ایستاده‌اند , دو دختر می‌خندند و دختران دیگر آنها را تماشا می‌کنند ,دختر,دختر
Sim3, یک دوچرخه سوار در میان گروهی دوچرخه را بالای سرش نگه داشته است , یک دوچرخه سوار تنها در حال دوچرخه سواری است ,دوچرخه سوار,دوچرخه سوار
Sim4, یک دوچرخه سوار سرد در حال جشن گرفتن است , هیچ دوچرخه سواری سردی جشن نمی‌گیرد ,دوچرخه سوار,سواردوچرخه سوار
Sim3, چیزی توسط یک دوچرخه سوار سرد جشن گرفته می‌شود , یک دوچرخه سوار در میان گروهی دوچرخه را بالای سرش نگه داشته است ,چیزدوچرخه سوار,دوچرخه سوار
Sim2, یک دوچرخه سوار سرد در حال جشن گرفتن است , یک گروه دوچرخه سوار دوچرخه‌ای را بالای سرش نگه داشته است ,سواردوچرخه سوار,دوچرخه سوار
Sim3, یک دوچرخه سوار تنها در حال دوچرخه سواری است , یک دوچرخه سوار سرد در حال جشن گرفتن است ,دوچرخه سوار,سواردوچرخه سوار
